"id","anonymity","cues","MOD","base_resp","comp","feltresp","concern","courage","MOD_group","state_disinhibition","self_disclosure"
1,0,0,3.17288283006465,0.736382034180091,0,0.736382034180091,0,1,"high MOD",0.492325963339149,"low"
2,0,0,2.56825540570299,0.730804035922337,0,0.730804035922337,0,1,"low MOD",0.401022666747433,"low"
3,0,0,3.70509698356558,0.930814942145347,0,0.930814942145347,0,1,"high MOD",0.514379553734598,"low"
4,0,0,3.47402360542067,0.91512377878548,0,0.91512377878548,0,1,"high MOD",0.48365785351534,"low"
5,0,0,4.2474801452661,0.455718514405782,0,0.455718514405782,0,1,"high MOD",0.744006633300698,"high"
6,0,0,3.54752355377603,0.691425784266175,0,0.691425784266175,0,1,"high MOD",0.56379569003749,"low"
7,0,0,2.82999468361514,0.924009478988812,0,0.924009478988812,0,1,"low MOD",0.381842419328849,"no"
8,0,0,3.01254228186373,0.181983750161332,0,0.181983750161332,0,1,"high MOD",0.63824227408324,"high"
9,0,0,3.3052730323261,0.883339195500713,0,0.883339195500713,0,1,"high MOD",0.467476098665334,"low"
10,0,0,2.96398633128818,0.451160083806852,0,0.451160083806852,0,1,"low MOD",0.547948640565303,"low"
11,0,0,3.02740861672155,0.89904011340122,0,0.89904011340122,0,1,"high MOD",0.41989667537217,"low"
12,0,0,3.13483448644859,0.847025350434857,0,0.847025350434857,0,1,"high MOD",0.452428274704442,"low"
13,0,0,3.9138166881457,0.933695553343279,0,0.933695553343279,0,1,"high MOD",0.545603935609099,"low"
14,0,0,2.96473082471832,0.73964498500669,0,0.73964498500669,0,1,"low MOD",0.459298593031529,"low"
15,0,0,2.91992365970835,0.896969399419323,0,0.896969399419323,0,1,"low MOD",0.403997670903031,"low"
16,0,0,2.77398613953227,0.824852306569249,0,0.824852306569249,0,1,"low MOD",0.403735619445196,"low"
17,0,0,4.18372623786165,0.901782863260261,0,0.901782863260261,0,1,"high MOD",0.596947770975558,"low"
18,0,0,3.13175843023193,0.429706325086753,0,0.429706325086753,0,1,"high MOD",0.580360889239758,"low"
19,0,0,4.01901143858186,0.982648686460933,0,0.982648686460933,0,1,"high MOD",0.546725240870769,"low"
20,0,0,3.47158870096126,0.818739727143699,0,0.818739727143699,0,1,"high MOD",0.512939884103671,"low"
21,0,0,2.77438500230149,0.879121975159924,0,0.879121975159924,0,1,"low MOD",0.387098623381791,"no"
22,0,0,3.98118108744799,0.889591791040029,0,0.889591791040029,0,1,"high MOD",0.569538077748912,"low"
23,0,0,3.71955867065443,0.550108380773691,0,0.550108380773691,0,1,"high MOD",0.633744909093391,"high"
24,0,0,2.26639612258944,0.793243832492714,0,0.793243832492714,0,1,"low MOD",0.335370531939079,"no"
