"id","anonymity","cues","MOD","base_resp","comp","feltresp","concern","courage","MOD_group","state_disinhibition","self_disclosure"
1,0,0,3.17288283006465,0.703711394666853,0,0.703711394666853,0,1,"high MOD",0.502378467804761,"low"
2,0,0,2.56825540570299,0.805892493913051,0,0.805892493913051,0,1,"low MOD",0.377918525827214,"no"
3,0,0,3.70509698356558,0.528206311864267,0,0.528206311864267,0,1,"high MOD",0.638259132282623,"high"
4,0,0,3.47402360542067,0.967401456559758,0,0.967401456559758,0,1,"high MOD",0.467572414200177,"low"
5,0,0,4.2474801452661,0.854909462457374,0,0.854909462457374,0,1,"high MOD",0.621178649284824,"high"
6,0,0,3.54752355377603,0.848659882811066,0,0.848659882811066,0,1,"high MOD",0.515415967408293,"low"
7,0,0,2.82999468361514,0.745376546103092,0,0.745376546103092,0,1,"low MOD",0.436806398678301,"low"
8,0,0,3.01254228186373,0.614511557438408,0,0.614511557438408,0,1,"high MOD",0.505156794921063,"low"
9,0,0,3.3052730323261,0.84434839871662,0,0.84434839871662,0,1,"high MOD",0.479473266906594,"low"
10,0,0,2.96398633128818,0.837097829132604,0,0.837097829132604,0,1,"low MOD",0.429198565080457,"low"
1,1,0,3.02740861672155,0.536909834167185,1,0.00429527867333748,0,1,"high MOD",0.695202778365365,"high"
2,1,0,3.13483448644859,0.761933440607037,1,0.00609546752485629,0,1,"high MOD",0.711175930984442,"high"
3,1,0,3.9138166881457,0.325463273356716,1,0.00260370618685372,0,1,"high MOD",0.832093734734153,"high"
4,1,0,2.96473082471832,0.908620758876199,1,0.00726896607100959,0,1,"low MOD",0.684645060396353,"high"
5,1,0,2.91992365970835,0.418302489331201,1,0.0033464199146496,0,1,"low MOD",0.678958587673699,"high"
6,1,0,2.77398613953227,0.933264247788665,1,0.00746611398230932,0,1,"low MOD",0.655239063318101,"high"
7,1,0,4.18372623786165,0.695691044176642,1,0.00556552835341313,0,1,"high MOD",0.872706950946895,"high"
8,1,0,3.13175843023193,0.777783081146428,1,0.00622226464917142,0,1,"high MOD",0.710663677066706,"high"
9,1,0,4.01901143858186,0.809916445771426,1,0.0064793315661714,0,1,"high MOD",0.84708504237685,"high"
10,1,0,3.47158870096126,0.588297965257996,1,0.00470638372206397,0,1,"high MOD",0.763411682079559,"high"
1,0,1,2.77438500230149,0.765245019744487,0,0.765245019744487,1,0,"low MOD",0.327156534259194,"no"
2,0,1,3.98118108744799,0.688863117886745,0,0.688863117886745,1,0,"high MOD",0.53044406317198,"low"
3,0,1,3.71955867065443,0.825726456615701,0,0.825726456615701,1,0,"high MOD",0.458610613189365,"low"
4,0,1,2.26639612258944,0.895725201782368,0,0.895725201782368,1,0,"low MOD",0.218893587679368,"no"
5,0,1,3.96961995251513,0.683333630112652,0,0.683333630112652,1,0,"high MOD",0.529941462668639,"low"
6,0,1,3.12242477574273,0.528884572104779,0,0.528884572104779,1,0,"high MOD",0.435245833474702,"low"
7,0,1,3.82853105829749,0.804748653491662,0,0.804748653491662,1,0,"high MOD",0.480216627393845,"low"
8,0,1,2.40154103247916,0.668622918366746,0,0.668622918366746,1,0,"low MOD",0.292093331527545,"no"
9,0,1,1.85669444500274,0.855244713953864,0,0.855244713953864,1,0,"low MOD",0.165204211395683,"no"
10,0,1,3.68182700079556,0.874441688582147,0,0.874441688582147,1,0,"high MOD",0.441563764295745,"low"
1,1,1,2.67767021222283,0.739114728031172,1,0.00591291782424937,1,0,"low MOD",0.487507820844071,"low"
2,1,1,2.81862911423457,0.774188832862937,1,0.00619351066290349,1,0,"low MOD",0.509129053575418,"low"
3,1,1,3.73828378145479,0.840768982873379,1,0.00672615186298703,1,0,"high MOD",0.650491469793893,"high"
4,1,1,2.62894293212013,0.946408405870262,1,0.00757126724696209,1,0,"low MOD",0.479628620192259,"low"
5,1,1,2.49319031309513,0.904540278106516,1,0.00723632222485212,1,0,"low MOD",0.458820896885823,"low"
6,1,1,4.04514687699112,0.932705466413779,1,0.00746164373131023,1,0,"high MOD",0.697531447906793,"high"
7,1,1,3.1448077967101,0.880141123439778,1,0.00704112898751822,1,0,"high MOD",0.559114785112126,"low"
8,1,1,4.00800576726923,0.91541381376099,1,0.00732331051008791,1,0,"high MOD",0.691849354077553,"high"
9,1,1,2.34938845130689,0.633290951946877,1,0.00506632761557501,1,0,"low MOD",0.437198301520542,"low"
10,1,1,2.31738556984388,0.771636278350287,1,0.00617309022680229,1,0,"low MOD",0.432019374539027,"low"
